,SearchNames,Author,NoPapers
1873,AU=GURBUZ MERAL,GURBUZ MERAL,0
1874,AU=SERVI MERAL,SERVI MERAL,0
1875,AU=SULAK MERAL,SULAK MERAL,7
1876,AU=KURDOGLU MERTIHAN,KURDOGLU MERTIHAN,54
1877,AU=KOIZHAIGANOVA MERUYERT,KOIZHAIGANOVA MERUYERT,5
1878,AU=SEKER MERYAM,SEKER MERYAM,0
1879,AU=GENCER MERYEM,GENCER MERYEM,24
1880,AU=ERYILMAZ MESUR,ERYILMAZ MESUR,0
1881,AU=ALBEN MESUT,ALBEN MESUT,0
1882,AU=AYDIN MESUT,AYDIN MESUT,65
1883,AU=DURAT MESUT,DURAT MESUT,5
1884,AU=ERDAL MESUT,ERDAL MESUT,0
1885,AU=ERDURMUS MESUT,ERDURMUS MESUT,40
1886,AU=GARIPARDIC MESUT,GARIPARDIC MESUT,37
1887,AU=GORUR MESUT,GORUR MESUT,15
1888,AU=HAZIR MESUT,HAZIR MESUT,0
1889,AU=KESKIN MESUT,KESKIN MESUT,3
1890,AU=KILIC MESUT,KILIC MESUT,18
1891,AU=KOAN MESUT,KOAN MESUT,0
1892,AU=SIMSEK MESUT,SIMSEK MESUT,24
1893,AU=KARAYEL METE,KARAYEL METE,0
1894,AU=GUMUS METEHAN,GUMUS METEHAN,43
1895,AU=AKBULUT METIN,AKBULUT METIN,50
1896,AU=AKDAG METIN,AKDAG METIN,6
1897,AU=ALTIOK METIN,ALTIOK METIN,0
1898,AU=AYTEKIN METIN,AYTEKIN METIN,21
1899,AU=DEVECI METIN,DEVECI METIN,5
1900,AU=DIGRAK METIN,DIGRAK METIN,16
1901,AU=DOGAN METIN,DOGAN METIN,60
1902,AU=DURU METIN,DURU METIN,11
1903,AU=GULER METIN,GULER METIN,0
1904,AU=KABA METIN,KABA METIN,8
1905,AU=KERTMEN METIN,KERTMEN METIN,6
1906,AU=MERIC METIN,MERIC METIN,0
1907,AU=TEMEL METIN,TEMEL METIN,26
1908,AU=ULUKOY METIN,ULUKOY METIN,2
1909,AU=YILMAZ METIN,YILMAZ METIN,46
1910,AU=OZTURK METIN,OZTURK METIN,32
1911,AU=OZDEMIR MEVCI,OZDEMIR MEVCI,22
1912,AU=TUNC MEVLUNT,TUNC MEVLUNT,0
1913,AU=ARAS MEVLUT,ARAS MEVLUT,4
1914,AU=DEMIROZU MEVLUT,DEMIROZU MEVLUT,0
1915,AU=DOGAN MEVLUT,DOGAN MEVLUT,37
1916,AU=KARAOGLU MEVLUT,KARAOGLU MEVLUT,5
1917,AU=KURT MEVLUT,KURT MEVLUT,106
1918,AU=YAPRAK MEVLUT,YAPRAK MEVLUT,1
1919,AU=CELIKOGLU MEVLUT,CELIKOGLU MEVLUT,62
1920,AU=IKBAL MEVLUT,IKBAL MEVLUT,1
1921,AU=YILMAZ MHMET,YILMAZ MHMET,0
1922,AU=OZKAN MUAMMED,OZKAN MUAMMED,0
1923,AU=ALTOK MUAMMER,ALTOK MUAMMER,31
1924,AU=CENGIZ MUAMMER,CENGIZ MUAMMER,1
1925,AU=DOGAN MUAMMER,DOGAN MUAMMER,11
1926,AU=GUL MUAMMER,GUL MUAMMER,0
1927,AU=KAVANOZ MUAMMER,KAVANOZ MUAMMER,10
1928,AU=TILKI MUAMMER,TILKI MUAMMER,18
1929,AU=OZGOREN MUAMMER,OZGOREN MUAMMER,26
1930,AU=OZTURK MUAMMER,OZTURK MUAMMER,0
1931,AU=AYVAZ MUAVVIZ,AYVAZ MUAVVIZ,6
1932,AU=GUNGOREN MUAZ,GUNGOREN MUAZ,1
1933,AU=CETINER MUAZZEZ,CETINER MUAZZEZ,0
1934,AU=HOSNUTER MUBIN,HOSNUTER MUBIN,13
1935,AU=ASLAN MUHAMMED,ASLAN MUHAMMED,10
1936,AU=AYDIN MUHAMMED,AYDIN MUHAMMED,35
1937,AU=ERCETIN MUHAMMED,ERCETIN MUHAMMED,0
1938,AU=ATILA MUHAMMED,ATILA MUHAMMED,0
1939,AU=TURAN MUHAMMED,TURAN MUHAMMED,3
1940,AU=KIZILTUNC MUHAMMED,KIZILTUNC MUHAMMED,0
1941,AU=OZLEN MUHAMMED,OZLEN MUHAMMED,0
1942,AU=DEMIR MUHAMMED,DEMIR MUHAMMED,9
1943,AU=OYLUMLU MUHAMMED,OYLUMLU MUHAMMED,24
1944,AU=SARIKAYA MUHAMMED,SARIKAYA MUHAMMED,0
1945,AU=BAYINDIR MUHAMMED,BAYINDIR MUHAMMED,0
1946,AU=KIR MUHAMMED,KIR MUHAMMED,0
1947,AU=CINKAYA MUHAMMED,CINKAYA MUHAMMED,1
1948,AU=CICEK MUHAMMED,CICEK MUHAMMED,7
1949,AU=KARA MUHAMMED,KARA MUHAMMED,9
1950,AU=AKAYDIN MUHAMMET,AKAYDIN MUHAMMET,8
1951,AU=ALTUNOK MUHAMMET,ALTUNOK MUHAMMET,7
1952,AU=DURAN MUHAMMET,DURAN MUHAMMET,1
1953,AU=ARIK MUHAMMET,ARIK MUHAMMET,4
1954,AU=CERIT MUHAMMET,CERIT MUHAMMET,9
1955,AU=DERVISOGLU MUHAMMET,DERVISOGLU MUHAMMET,21
1956,AU=KOSE MUHAMMET,KOSE MUHAMMET,67
1957,AU=ALKAYIS MUHAMMET,ALKAYIS MUHAMMET,0
1958,AU=GENC MUHAMMET,GENC MUHAMMET,0
1959,AU=CINSDIKICI MUHAMMET,CINSDIKICI MUHAMMET,0
1960,AU=ISIKLAN MUHAMMET,ISIKLAN MUHAMMET,11
1961,AU=CAYCI MUHAMMET,CAYCI MUHAMMET,3
1962,AU=KOCAK MUHAMMET,KOCAK MUHAMMET,3
1963,AU=KUZUBAS MUHAMMET,KUZUBAS MUHAMMET,0
1964,AU=KOKSAL MUHAMMET,KOKSAL MUHAMMET,13
1965,AU=ARSLAN MUHAMMET,ARSLAN MUHAMMET,14
1966,AU=SERVI MUHAMMET,SERVI MUHAMMET,0
1967,AU=USAK MUHAMMET,USAK MUHAMMET,59
1968,AU=YALCIN MUHAMMET,YALCIN MUHAMMET,13
1969,AU=KAHRAMAN MUHAMMET,KAHRAMAN MUHAMMET,1
1970,AU=AKSU MUHAMMET,AKSU MUHAMMET,19
1971,AU=SAKIROGLU MUHAMMET,SAKIROGLU MUHAMMET,18
1972,AU=PAKSU MUHAMMET,PAKSU MUHAMMET,26
1973,AU=AKSU MUHARREM,AKSU MUHARREM,0
1974,AU=AKTAS MUHARREM,AKTAS MUHARREM,8
1975,AU=AKTUMEN MUHARREM,AKTUMEN MUHARREM,2
1976,AU=DURAN MUHARREM,DURAN MUHARREM,3
1977,AU=GENCTURK MUHARREM,GENCTURK MUHARREM,0
1978,AU=KAYA MUHARREM,KAYA MUHARREM,50
1979,AU=KAYA MUHARREM,KAYA MUHARREM,50
1980,AU=VAROL MUHARREM,VAROL MUHARREM,1
1981,AU=YILDIZ MUHARREM,YILDIZ MUHARREM,3
1982,AU=INAN MUHARREM,INAN MUHARREM,31
1983,AU=UYAR MUHEMMET,UYAR MUHEMMET,6
1984,AU=BAGDIGEN MUHLIS,BAGDIGEN MUHLIS,1
1985,AU=CAN MUHLIS,CAN MUHLIS,11
1986,AU=SARIDEDE MUHLIS,SARIDEDE MUHLIS,16
1987,AU=SAVAS MUHMMET,SAVAS MUHMMET,0
1988,AU=CELIK MUHSIN,CELIK MUHSIN,5
1989,AU=OZDEM MUHSIN,OZDEM MUHSIN,5
1990,AU=OZDEMIR MUHSIN,OZDEMIR MUHSIN,32
1991,AU=BAGCI MUHIDDIN,BAGCI MUHIDDIN,8
1992,AU=AKUL MUHITTIN,AKUL MUHITTIN,0
1993,AU=KARAKAYA MUHITTIN,KARAKAYA MUHITTIN,0
1994,AU=ASLANKURT MURAT,ASLANKURT MURAT,29
1995,AU=ATAR MURAT,ATAR MURAT,84
1996,AU=ATES MURAT,ATES MURAT,80
1997,AU=ATIK MURAT,ATIK MURAT,0
1998,AU=ATIS MURAT,ATIS MURAT,18
1999,AU=AYAN MURAT,AYAN MURAT,12
2000,AU=AYDEMIR MURAT,AYDEMIR MURAT,91
2001,AU=AYDIN MURAT,AYDIN MURAT,172
2002,AU=AYDIN MURAT,AYDIN MURAT,172
2003,AU=AYDIN MURAT,AYDIN MURAT,172
2004,AU=BAKIS MURAT,BAKIS MURAT,2
2005,AU=BALCI MURAT,BALCI MURAT,30
2006,AU=BAGLIBEL MURAT,BAGLIBEL MURAT,4
2007,AU=BIRICIK MURAT,BIRICIK MURAT,10
2008,AU=CANKURT MURAT,CANKURT MURAT,11
2009,AU=DAMAR MURAT,DAMAR MURAT,20
2010,AU=DOGAN MURAT,DOGAN MURAT,163
2011,AU=DUNDAR MURAT,DUNDAR MURAT,32
2012,AU=DIRLIKLI MURAT,DIRLIKLI MURAT,2
2013,AU=EMEKSIZ MURAT,EMEKSIZ MURAT,2
2014,AU=ERDOGAN MURAT,ERDOGAN MURAT,74
2015,AU=ERDURAN MURAT,ERDURAN MURAT,8
2016,AU=ERSOZ MURAT,ERSOZ MURAT,54
2017,AU=GORGULU MURAT,GORGULU MURAT,10
2018,AU=GUNAYDIN MURAT,GUNAYDIN MURAT,54
2019,AU=HOKELEK MURAT,HOKELEK MURAT,22
2020,AU=YARIKTAS MURAT,YARIKTAS MURAT,13
2021,AU=KAHVECI MURAT,KAHVECI MURAT,3
2022,AU=KAPAN MURAT,KAPAN MURAT,40
2023,AU=KAPSIZ MURAT,KAPSIZ MURAT,5
2024,AU=KARA MURAT,KARA MURAT,164
2025,AU=KARAGOZ MURAT,KARAGOZ MURAT,6
2026,AU=KARAGOZ MURAT,KARAGOZ MURAT,6
2027,AU=KARAHAN MURAT,KARAHAN MURAT,13
2028,AU=KARCIOGLU MURAT,KARCIOGLU MURAT,20
2029,AU=KAYA MURAT,KAYA MURAT,173
2030,AU=KECE MURAT,KECE MURAT,3
2031,AU=KIZIL MURAT,KIZIL MURAT,32
2032,AU=KOYUNCU MURAT,KOYUNCU MURAT,45
2033,AU=KUCUKTUFEKCI MURAT,KUCUKTUFEKCI MURAT,0
2034,AU=KIRACI MURAT,KIRACI MURAT,0
2035,AU=NAVRUZ MURAT,NAVRUZ MURAT,1
2036,AU=OKTAY MURAT,OKTAY MURAT,32
2037,AU=ORTANCA MURAT,ORTANCA MURAT,0
2038,AU=SARI MURAT,SARI MURAT,78
2039,AU=SARITEMUR MURAT,SARITEMUR MURAT,19
2040,AU=SAVAS MURAT,SAVAS MURAT,53
2041,AU=SAYILI MURAT,SAYILI MURAT,11
2042,AU=SEVER MURAT,SEVER MURAT,5
2043,AU=SEVINC MURAT,SEVINC MURAT,3
2044,AU=SEVINC MURAT,SEVINC MURAT,3
2045,AU=SEYMEN MURAT,SEYMEN MURAT,0
2046,AU=TURNA MURAT,TURNA MURAT,0
2047,AU=ULUDAG MURAT,ULUDAG MURAT,36
2048,AU=UYSAL MURAT,UYSAL MURAT,258
2049,AU=YANIK MURAT,YANIK MURAT,1
2050,AU=YILDAR MURAT,YILDAR MURAT,12
2051,AU=YILDIZ MURAT,YILDIZ MURAT,35
2052,AU=YILDIZ MURAT,YILDIZ MURAT,35
2053,AU=YUCE MURAT,YUCE MURAT,65
2054,AU=YUCE MURAT,YUCE MURAT,65
2055,AU=YUKSEL MURAT,YUKSEL MURAT,168
2056,AU=CAKIROGLU MURAT,CAKIROGLU MURAT,14
2057,AU=CAGLAROGLU MURAT,CAGLAROGLU MURAT,9
2058,AU=CELEBI MURAT,CELEBI MURAT,0
2059,AU=CITIR MURAT,CITIR MURAT,30
2060,AU=COBANER MURAT,COBANER MURAT,27
2061,AU=COSAR MURAT,COSAR MURAT,78
2062,AU=CIMENCAN MURAT,CIMENCAN MURAT,7
2063,AU=OZBAY MURAT,OZBAY MURAT,0
2064,AU=OZEL MURAT,OZEL MURAT,19
2065,AU=OZOGLU MURAT,OZOGLU MURAT,5
2066,AU=OZSARAC MURAT,OZSARAC MURAT,10
2067,AU=OZSAKER MURAT,OZSAKER MURAT,6
2068,AU=UNALACAK MURAT,UNALACAK MURAT,8
2069,AU=ISCAN MURAT,ISCAN MURAT,9
2070,AU=SAT MURAT,SAT MURAT,9
2071,AU=SEREFLICAN MURAT,SEREFLICAN MURAT,17
2072,AU=KAYIM MURATHAN,KAYIM MURATHAN,16
2073,AU=KOSE MURTAZA,KOSE MURTAZA,0
2074,AU=AVCI MUSA,AVCI MUSA,5
2075,AU=AKCE MUSA,AKCE MUSA,0
2076,AU=AYDIN MUSA,AYDIN MUSA,21
2077,AU=UCAN MUSA,UCAN MUSA,8
2078,AU=GUNAY MUSA,GUNAY MUSA,0
2079,AU=ASYALI MUSA,ASYALI MUSA,23
2080,AU=GULCUR MUSA,GULCUR MUSA,0
2081,AU=SAGLAM MUSA,SAGLAM MUSA,1
2082,AU=YIGIN MUSA,YIGIN MUSA,0
2083,AU=ZORLU MUSA,ZORLU MUSA,3
2084,AU=CAKICI MUSA,CAKICI MUSA,29
2085,AU=CAPKIN MUSA,CAPKIN MUSA,9
2086,AU=OKSUZ MUSA,OKSUZ MUSA,0
2087,AU=OZBAY MUSA,OZBAY MUSA,18
2088,AU=YUCE MUSAFA,YUCE MUSAFA,0
2089,AU=ACAR MUSTAFA,ACAR MUSTAFA,82
2090,AU=AKCAY MUSTAFA,AKCAY MUSTAFA,3
2091,AU=SARIYILDIZ MUSTAFA,SARIYILDIZ MUSTAFA,38
2092,AU=ALDEMIR MUSTAFA,ALDEMIR MUSTAFA,58
2093,AU=ANAR MUSTAFA,ANAR MUSTAFA,16
2094,AU=ARIKAN MUSTAFA,ARIKAN MUSTAFA,9
2095,AU=ATASOY MUSTAFA,ATASOY MUSTAFA,43
2096,AU=AKDEMIR MUSTAFA,AKDEMIR MUSTAFA,0
2097,AU=AYDIN MUSTAFA,AYDIN MUSTAFA,206
2098,AU=BAKIR MUSTAFA,BAKIR MUSTAFA,81
2099,AU=BAYTAR MUSTAFA,BAYTAR MUSTAFA,0
2100,AU=BASER MUSTAFA,BASER MUSTAFA,1
2101,AU=BENEKLI MUSTAFA,BENEKLI MUSTAFA,155
2102,AU=BIRINCIOGLU MUSTAFA,BIRINCIOGLU MUSTAFA,10
2103,AU=BICER MUSTAFA,BICER MUSTAFA,24
2104,AU=CEMEK MUSTAFA,CEMEK MUSTAFA,46
2105,AU=KARACADAG MUSTAFA,KARACADAG MUSTAFA,0
2106,AU=CENGIZ MUSTAFA,CENGIZ MUSTAFA,142
2107,AU=IZGI MUSTAFA,IZGI MUSTAFA,2
2108,AU=HOSCOSKUN MUSTAFA,HOSCOSKUN MUSTAFA,0
2109,AU=DEMETGUL MUSTAFA,DEMETGUL MUSTAFA,14
2110,AU=DEMIR MUSTAFA,DEMIR MUSTAFA,276
2111,AU=DEMIRCI MUSTAFA,DEMIRCI MUSTAFA,95
2112,AU=DEMIRCI MUSTAFA,DEMIRCI MUSTAFA,95
2113,AU=DEMIREL MUSTAFA,DEMIREL MUSTAFA,3
2114,AU=DENIZ MUSTAFA,DENIZ MUSTAFA,41
2115,AU=YILDIRIM MUSTAFA,YILDIRIM MUSTAFA,179
2116,AU=DOGAN MUSTAFA,DOGAN MUSTAFA,105
2117,AU=DURMAN MUSTAFA,DURMAN MUSTAFA,0
2118,AU=DURMUS MUSTAFA,DURMUS MUSTAFA,58
2119,AU=DONMEZ MUSTAFA,DONMEZ MUSTAFA,8
2120,AU=ERAYMAN MUSTAFA,ERAYMAN MUSTAFA,16
2121,AU=ERBOGA MUSTAFA,ERBOGA MUSTAFA,50
2122,AU=EROL MUSTAFA,EROL MUSTAFA,62
2123,AU=ERSOZ MUSTAFA,ERSOZ MUSTAFA,100
2124,AU=USMAN MUSTAFA,USMAN MUSTAFA,1
2125,AU=GOLCU MUSTAFA,GOLCU MUSTAFA,8
2126,AU=GUL MUSTAFA,GUL MUSTAFA,102
2127,AU=GUNES MUSTAFA,GUNES MUSTAFA,80
2128,AU=GUVEN MUSTAFA,GUVEN MUSTAFA,47
2129,AU=GUVEN MUSTAFA,GUVEN MUSTAFA,47
2130,AU=DINCKAL MUSTAFA,DINCKAL MUSTAFA,19
2131,AU=ERTAN MUSTAFA,ERTAN MUSTAFA,0
2132,AU=SUCAKLI MUSTAFA,SUCAKLI MUSTAFA,21
2133,AU=HOPAC MUSTAFA,HOPAC MUSTAFA,0
2134,AU=HOTAMISLI MUSTAFA,HOTAMISLI MUSTAFA,0
2135,AU=IRAZ MUSTAFA,IRAZ MUSTAFA,22
2136,AU=ISIK MUSTAFA,ISIK MUSTAFA,33
2137,AU=ALTUNDAG MUSTAFA,ALTUNDAG MUSTAFA,8
2138,AU=KALAFAT MUSTAFA,KALAFAT MUSTAFA,8
2139,AU=KALAY MUSTAFA,KALAY MUSTAFA,7
2140,AU=KAPLANOGLU MUSTAFA,KAPLANOGLU MUSTAFA,12
2141,AU=KARA MUSTAFA,KARA MUSTAFA,83
2142,AU=KARABULUT MUSTAFA,KARABULUT MUSTAFA,14
2143,AU=KARAPIRLI MUSTAFA,KARAPIRLI MUSTAFA,25
2144,AU=KARATAS MUSTAFA,KARATAS MUSTAFA,23
2145,AU=KAVACIK MUSTAFA,KAVACIK MUSTAFA,0
2146,AU=KAYIK MUSTAFA,KAYIK MUSTAFA,0
2147,AU=KAYMAKCI MUSTAFA,KAYMAKCI MUSTAFA,13
2148,AU=KELEN MUSTAFA,KELEN MUSTAFA,2
2149,AU=COSKUN MUSTAFA,COSKUN MUSTAFA,32
2150,AU=DEMIRCI MUSTAFA,DEMIRCI MUSTAFA,95
2151,AU=ISMAN MUSTAFA,ISMAN MUSTAFA,4
2152,AU=KINSIZ MUSTAFA,KINSIZ MUSTAFA,1
2153,AU=KOYUNCU MUSTAFA,KOYUNCU MUSTAFA,13
2154,AU=KULAC MUSTAFA,KULAC MUSTAFA,24
2155,AU=KURT MUSTAFA,KURT MUSTAFA,183
2156,AU=KURT MUSTAFA,KURT MUSTAFA,183
2157,AU=KURUL MUSTAFA,KURUL MUSTAFA,0
2158,AU=KUTANIS MUSTAFA,KUTANIS MUSTAFA,9
2159,AU=KOKSAL MUSTAFA,KOKSAL MUSTAFA,17
2160,AU=KUCUKAYDIN MUSTAFA,KUCUKAYDIN MUSTAFA,11
2161,AU=KUCUKONER MUSTAFA,KUCUKONER MUSTAFA,0
2162,AU=KIRKIT MUSTAFA,KIRKIT MUSTAFA,2
2163,AU=LAMAN MUSTAFA,LAMAN MUSTAFA,24
2164,AU=MAMAK MUSTAFA,MAMAK MUSTAFA,5
2165,AU=TATLI MUSTAFA,TATLI MUSTAFA,44
2166,AU=MENCUTEKIN MUSTAFA,MENCUTEKIN MUSTAFA,0
2167,AU=ARIKAN MUSTAFA,ARIKAN MUSTAFA,9
2168,AU=METIN MUSTAFA,METIN MUSTAFA,17
2169,AU=ATANAK MUSTAFA,ATANAK MUSTAFA,6
2170,AU=MUJDECI MUSTAFA,MUJDECI MUSTAFA,0
2171,AU=MUSTA MUSTAFA,MUSTA MUSTAFA,3
2172,AU=OBAY MUSTAFA,OBAY MUSTAFA,0
2173,AU=OFLAZ MUSTAFA,OFLAZ MUSTAFA,0
2174,AU=OGUZ MUSTAFA,OGUZ MUSTAFA,27
2175,AU=SINEMILLIOGLU MUSTAFA,SINEMILLIOGLU MUSTAFA,0
2176,AU=SAMANCIOGLU MUSTAFA,SAMANCIOGLU MUSTAFA,3
2177,AU=SARICA MUSTAFA,SARICA MUSTAFA,0
2178,AU=SACAR MUSTAFA,SACAR MUSTAFA,46
2179,AU=SAGIR MUSTAFA,SAGIR MUSTAFA,11
2180,AU=SEKMEN MUSTAFA,SEKMEN MUSTAFA,1
2181,AU=YAVUZ MUSTAFA,YAVUZ MUSTAFA,180
2182,AU=SELCUK MUSTAFA,SELCUK MUSTAFA,20
2183,AU=KARA MUSTAFA,KARA MUSTAFA,83
2184,AU=KEMALOGLU MUSTAFA,KEMALOGLU MUSTAFA,2
2185,AU=KARAKAS MUSTAFA,KARAKAS MUSTAFA,45
2186,AU=SERINKEN MUSTAFA,SERINKEN MUSTAFA,62
2187,AU=SUNBUL MUSTAFA,SUNBUL MUSTAFA,49
2188,AU=TEKPINAR MUSTAFA,TEKPINAR MUSTAFA,13
2189,AU=TEKIN MUSTAFA,TEKIN MUSTAFA,173
2190,AU=ERDEM MUSTAFA,ERDEM MUSTAFA,24
2191,AU=BALTA MUSTAFA,BALTA MUSTAFA,2
2192,AU=TOPARLI MUSTAFA,TOPARLI MUSTAFA,14
2193,AU=TURKAL MUSTAFA,TURKAL MUSTAFA,1
2194,AU=TUTAK MUSTAFA,TUTAK MUSTAFA,26
2195,AU=GOKTAS MUSTAFA,GOKTAS MUSTAFA,25
2196,AU=TURKMEN MUSTAFA,TURKMEN MUSTAFA,82
2197,AU=TIMUR MUSTAFA,TIMUR MUSTAFA,4
2198,AU=ULASLI MUSTAFA,ULASLI MUSTAFA,30
2199,AU=UZKESER MUSTAFA,UZKESER MUSTAFA,24
2200,AU=UGURLU MUSTAFA,UGURLU MUSTAFA,43
2201,AU=VEKLI MUSTAFA,VEKLI MUSTAFA,5
2202,AU=YAPRAK MUSTAFA,YAPRAK MUSTAFA,36
2203,AU=YAZICI MUSTAFA,YAZICI MUSTAFA,35
2204,AU=YESILYURT MUSTAFA,YESILYURT MUSTAFA,3
2205,AU=YILDIRIM MUSTAFA,YILDIRIM MUSTAFA,179
2206,AU=YILDIRIM MUSTAFA,YILDIRIM MUSTAFA,179
2207,AU=YILDIRIM MUSTAFA,YILDIRIM MUSTAFA,179
2208,AU=YILDIZ MUSTAFA,YILDIZ MUSTAFA,366
2209,AU=YILMAZ MUSTAFA,YILMAZ MUSTAFA,731
2210,AU=YILMAZ MUSTAFA,YILMAZ MUSTAFA,731
2211,AU=YURTTUTAR MUSTAFA,YURTTUTAR MUSTAFA,0
2212,AU=ZINCIRKIRAN MUSTAFA,ZINCIRKIRAN MUSTAFA,0
2213,AU=CAMAS MUSTAFA,CAMAS MUSTAFA,17
2214,AU=CATIR MUSTAFA,CATIR MUSTAFA,8
2215,AU=CEKER MUSTAFA,CEKER MUSTAFA,0
2216,AU=CELIK MUSTAFA,CELIK MUSTAFA,165
2217,AU=OKMEN MUSTAFA,OKMEN MUSTAFA,2
2218,AU=ONDER MUSTAFA,ONDER MUSTAFA,24
2219,AU=OZ MUSTAFA,OZ MUSTAFA,9
2220,AU=OZBAYRAK MUSTAFA,OZBAYRAK MUSTAFA,30
2221,AU=OZDEN MUSTAFA,OZDEN MUSTAFA,27
2222,AU=OZDEN MUSTAFA,OZDEN MUSTAFA,27
2223,AU=OZEN MUSTAFA,OZEN MUSTAFA,112
2224,AU=OZGEN MUSTAFA,OZGEN MUSTAFA,34
2225,AU=OZSAHIN MUSTAFA,OZSAHIN MUSTAFA,33
2226,AU=ULKER MUSTAFA,ULKER MUSTAFA,34
2227,AU=UNAL MUSTAFA,UNAL MUSTAFA,123
2228,AU=IZMIRLI MUSTAFA,IZMIRLI MUSTAFA,6
2229,AU=SAHAN MUSTAFA,SAHAN MUSTAFA,21
2230,AU=SENER MUSTAFA,SENER MUSTAFA,10
2231,AU=SENGUN MUSTAFA,SENGUN MUSTAFA,0
2232,AU=ARAS MUTAN,ARAS MUTAN,29
2233,AU=ADAK MUTLU,ADAK MUTLU,0
2234,AU=DAGLIOGLU MUTLU,DAGLIOGLU MUTLU,22
2235,AU=AYDEMIR MUZAFFER,AYDEMIR MUZAFFER,1
2236,AU=DOGAN MUZAFFER,DOGAN MUZAFFER,4
2237,AU=ERDOGAN MUZAFFER,ERDOGAN MUZAFFER,9
2238,AU=ERDOGAN MUZAFFER,ERDOGAN MUZAFFER,9
2239,AU=MALKOC MUZAFFER,MALKOC MUZAFFER,1
2240,AU=SARIAYDIN MUZAFFER,SARIAYDIN MUZAFFER,19
2241,AU=TOPCU MUZAFFER,TOPCU MUZAFFER,22
2242,AU=TANRIOVEN MUGDESEM,TANRIOVEN MUGDESEM,6
2243,AU=ARPACI MUCAHIT,ARPACI MUCAHIT,0
2244,AU=EMET MUCAHIT,EMET MUCAHIT,57
2245,AU=OZCELIK MUCAHIT,OZCELIK MUCAHIT,1
2246,AU=UNAL MUCAHIT,UNAL MUCAHIT,2
2247,AU=OZDEMIR MUKERREM,OZDEMIR MUKERREM,0
2248,AU=GURE MULAYIM,GURE MULAYIM,0
2249,AU=NAZLI MUMTAZ,NAZLI MUMTAZ,8
2250,AU=AKMAZ MUNTEHA,AKMAZ MUNTEHA,0
2251,AU=CERRAHOGLU MUNIR,CERRAHOGLU MUNIR,0
2252,AU=KARABEKIR MUNIRE,KARABEKIR MUNIRE,0
2253,AU=AKYUZ MURSEL,AKYUZ MURSEL,0
2254,AU=ATA MURSEL,ATA MURSEL,0
2255,AU=DAVARCI MURSEL,DAVARCI MURSEL,26
2256,AU=GURSES MURSEL,GURSES MURSEL,0
2257,AU=CEPNI MURSEL,CEPNI MURSEL,1
2258,AU=TUFAN MURSIT,TUFAN MURSIT,10
2259,AU=DEMIR MUSLIM,DEMIR MUSLIM,0
2260,AU=IZMIRLI MUZEYYEN,IZMIRLI MUZEYYEN,13
2261,AU=ALTAN MIKAIL,ALTAN MIKAIL,0
2262,AU=SOYLEMEZ MIKAIL,SOYLEMEZ MIKAIL,1
2263,AU=TURKKAHRAMAN MIMAR,TURKKAHRAMAN MIMAR,2
2264,AU=BEK MINE,BEK MINE,6
2265,AU=SIMSEK MINE,SIMSEK MINE,3
2266,AU=KISACIKOGLU MITHAT,KISACIKOGLU MITHAT,15
2267,AU=GUNAYDIN MITHAT,GUNAYDIN MITHAT,17
2268,AU=YAYLAGUL MIYASE,YAYLAGUL MIYASE,1
2269,AU=AKCAY MIGRAC,AKCAY MIGRAC,6
2270,AU=TOPALOGLU NACI,TOPALOGLU NACI,34
2271,AU=KARKINER NADIDE,KARKINER NADIDE,0
2272,AU=GOKSUGUR NADIR,GOKSUGUR NADIR,26
2273,AU=YILMAZ NAFIYE,YILMAZ NAFIYE,78
2274,AU=ARSLAN NAGEHAN,ARSLAN NAGEHAN,0
2275,AU=SARI NAGIHAN,SARI NAGIHAN,7
2276,AU=DELIBAS NAMIK,DELIBAS NAMIK,42
2277,AU=HATIPOGLU NAMIK,HATIPOGLU NAMIK,82
2278,AU=KARABIBER NAMIK,KARABIBER NAMIK,0
2279,AU=COSKUN NART,COSKUN NART,6
2280,AU=AYDN NASUHI,AYDN NASUHI,0
2281,AU=KERIMOV NAZIM,KERIMOV NAZIM,10
2282,AU=ISLAM NAZIR,ISLAM NAZIR,0
2283,AU=ATASOY NAZMI,ATASOY NAZMI,0
2284,AU=YASITLI NAZMI,YASITLI NAZMI,4
2285,AU=CETIN NAZMI,CETIN NAZMI,8
2286,AU=KERVAN NAZMIYE,KERVAN NAZMIYE,30
2287,AU=KARAGOZOGLU NAZIKE,KARAGOZOGLU NAZIKE,1
2288,AU=YILMAZ NAZIRE,YILMAZ NAZIRE,13
2289,AU=BILMEDI NAIF,BILMEDI NAIF,0
2290,AU=GUNEY NAIL,GUNEY NAIL,0
2291,AU=BILGIN NCEDET,BILGIN NCEDET,0
2292,AU=YILMAZ NEBI,YILMAZ NEBI,26
2293,AU=BOZKURT NECATI,BOZKURT NECATI,2
2294,AU=HIRCA NECATI,HIRCA NECATI,2
2295,AU=KOCYIGIT NECATI,KOCYIGIT NECATI,3
2296,AU=SALTEK NECDET,SALTEK NECDET,0
2297,AU=ERTURK NECLA,ERTURK NECLA,0
2298,AU=AYDIN NECMEDDIN,AYDIN NECMEDDIN,0
2299,AU=ERDOGAN NECMETTIN,ERDOGAN NECMETTIN,4
2300,AU=KILINC NECMETTIN,KILINC NECMETTIN,38
2301,AU=PENABGUL NECMETTIN,PENABGUL NECMETTIN,0
